 0.000e+00  0.000e+00  0.000e+00    -4.523722345293613e-26     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -2.823109560404499e-28     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  5.000e-02  0.000e+00    -8.275789341004996e-26     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -3.651143910196129e-24     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  1.000e-01  0.000e+00    -2.838885834333814e-22     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -1.153547147918203e-20     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  1.500e-01  0.000e+00    -5.767533501508545e-19     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -2.115690872552858e-17     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  2.000e-01  0.000e+00    -7.056119503665889e-16     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -2.270149142246706e-14     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  2.500e-01  0.000e+00    -5.054090668641179e-13     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -1.363706172074964e-11     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  3.000e-01  0.000e+00    -1.958468247586634e-10     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -4.105789654105271e-09     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  3.500e-01  0.000e+00    -3.480422330871873e-08     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -4.868789102667625e-07     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  4.000e-01  0.000e+00    -1.965137310261816e-06     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -4.079586951568885e-06     1.698631168440256e-04     1.039866916803194e-08     0.000000000000000e+00 
 0.000e+00  4.500e-01  0.000e+00    -1.677819276803885e-05     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -4.630512682285471e-07     1.703967535690367e-03     1.318121618509442e-07     0.000000000000000e+00 
 0.000e+00  5.000e-01  0.000e+00    -1.868169479595018e-05     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -1.486179171484836e-06     1.859549708970175e-03     1.700684896551744e-07     0.000000000000000e+00 
 0.000e+00  5.500e-01  0.000e+00    -2.430604350068025e-05     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -2.001564625248334e-06     2.512155866804699e-03     6.339192899690150e-08     0.000000000000000e+00 
 0.000e+00  6.000e-01  0.000e+00    -3.117963475223480e-05     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00     8.200872446682735e-06     3.218655189300586e-03    -1.839405832354620e-07     0.000000000000000e+00 
 0.000e+00  6.500e-01  0.000e+00    -1.509388520503718e-06     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00     3.180859630934394e-07     9.253093516361657e-05     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  7.000e-01  0.000e+00    -2.149545869423668e-08     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00     2.414229550537163e-09     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  7.500e-01  0.000e+00    -1.132723277805701e-10     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00     7.724257892490650e-12     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  8.000e-01  0.000e+00    -2.844874747890079e-13     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00     1.263956642432186e-14     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  8.500e-01  0.000e+00    -3.917955181795845e-16     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00     1.167125171694781e-17     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  9.000e-01  0.000e+00    -3.177608277059920e-19     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00     6.328492701428343e-21     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 0.000e+00  9.500e-01  0.000e+00    -1.556498560547267e-22     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00     1.995930539603980e-24     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 5.000e-02  0.000e+00  0.000e+00    -3.451066489755872e-25     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00     1.377186883594851e-28     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
 5.000e-02  5.000e-02  0.000e+00    -3.267886205184084e-25     0.000000000000000e+00     0.000000000000000e+00     6.000000000000000e-01     0.000000000000000e+00    -1.441550959121034e-23     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00 
