         0     0.000000000000000e+00 
         1     1.484463786592263e-07 
         2     5.936570983120000e-07 
         3     1.336093391930708e-06 
         4     2.375814817615573e-06 
         5     3.712369690854952e-06 
         6     5.345991475589248e-06 
         7     7.275658534141273e-06 
         8     9.500135295051091e-06 
         9     1.201670604707288e-05 
        10     1.482494688708280e-05 
