        0.00000         0.00000    -5.66819e-01 
        0.00000         0.00625    -5.66819e-01 
        0.00000         0.01250     0.00000e+00 
        0.00000         0.01875     0.00000e+00 
        0.00000         0.02500     0.00000e+00 
        0.00000         0.03125     0.00000e+00 
        0.00000         0.03750     0.00000e+00 
        0.00000         0.04375     0.00000e+00 

        0.00571         0.00000    -5.66819e-01 
        0.00571         0.00625    -5.66819e-01 
        0.00571         0.01250     0.00000e+00 
        0.00571         0.01875     0.00000e+00 
        0.00571         0.02500     0.00000e+00 
        0.00571         0.03125     0.00000e+00 
        0.00571         0.03750     0.00000e+00 
        0.00571         0.04375     0.00000e+00 

        0.01142         0.00000     0.00000e+00 
        0.01142         0.00625     0.00000e+00 
        0.01142         0.01250     0.00000e+00 
        0.01142         0.01875     0.00000e+00 
        0.01142         0.02500     0.00000e+00 
        0.01142         0.03125     0.00000e+00 
        0.01142         0.03750     0.00000e+00 
        0.01142         0.04375     0.00000e+00 

        0.01714         0.00000     0.00000e+00 
        0.01714         0.00625     0.00000e+00 
        0.01714         0.01250     0.00000e+00 
        0.01714         0.01875     0.00000e+00 
        0.01714         0.02500     0.00000e+00 
        0.01714         0.03125     0.00000e+00 
        0.01714         0.03750     0.00000e+00 
        0.01714         0.04375     0.00000e+00 

        0.02285         0.00000     0.00000e+00 
        0.02285         0.00625     0.00000e+00 
        0.02285         0.01250     0.00000e+00 
        0.02285         0.01875     0.00000e+00 
        0.02285         0.02500     0.00000e+00 
        0.02285         0.03125     0.00000e+00 
        0.02285         0.03750     0.00000e+00 
        0.02285         0.04375     0.00000e+00 

        0.02856         0.00000     0.00000e+00 
        0.02856         0.00625     0.00000e+00 
        0.02856         0.01250     0.00000e+00 
        0.02856         0.01875     0.00000e+00 
        0.02856         0.02500     0.00000e+00 
        0.02856         0.03125     0.00000e+00 
        0.02856         0.03750     0.00000e+00 
        0.02856         0.04375     0.00000e+00 

        0.03427         0.00000     0.00000e+00 
        0.03427         0.00625     0.00000e+00 
        0.03427         0.01250     0.00000e+00 
        0.03427         0.01875     0.00000e+00 
        0.03427         0.02500     0.00000e+00 
        0.03427         0.03125     0.00000e+00 
        0.03427         0.03750     0.00000e+00 
        0.03427         0.04375     0.00000e+00 

        0.03998         0.00000     0.00000e+00 
        0.03998         0.00625     0.00000e+00 
        0.03998         0.01250     0.00000e+00 
        0.03998         0.01875     0.00000e+00 
        0.03998         0.02500     0.00000e+00 
