         1       5697     0  4.769e-02  5.755e-01  0.000e+00  1.514e-01 -3.157e-02  1.188e-02 
         2       5698     0  9.446e-02  5.666e-01  0.000e+00  2.008e-01  1.312e-02 -5.177e-02 
         2       5699     1  1.030e-01  4.649e-01  0.000e+00  2.336e-01 -6.432e-02  2.600e-03 
         2       5700     2  1.564e-01  5.019e-01  0.000e+00  1.766e-01 -9.508e-03  1.290e-02 
         3       5701     0  9.044e-02  5.334e-01  0.000e+00  2.256e-01  5.346e-03  4.147e-02 
         3       5702     1  1.173e-01  5.298e-01  0.000e+00  2.252e-01  1.608e-02 -1.570e-02 
         3       5703     2  6.916e-02  5.892e-01  0.000e+00  1.840e-01  1.157e-02 -2.552e-02 
         4       5704     0  1.418e-01  4.973e-01  0.000e+00  1.637e-01 -1.697e-02  2.409e-02 
         4       5705     1  5.848e-02  5.790e-01  0.000e+00  2.843e-01  1.627e-02 -4.233e-02 
         4       5706     2  1.163e-01  4.307e-01  0.000e+00  1.866e-01 -9.454e-03 -7.801e-03 
         5       5707     0  1.568e-01  4.275e-01  0.000e+00  2.334e-01 -1.352e-02 -3.014e-03 
         5       5708     1  6.061e-02  5.494e-01  0.000e+00  1.624e-01  3.902e-02  1.459e-02 
         5       5709     2  1.473e-01  4.972e-01  0.000e+00  2.081e-01 -7.602e-03  2.554e-02 
         5       5710     3  3.617e-02  5.680e-01  0.000e+00  2.299e-01 -1.417e-02  9.368e-03 
         6       5711     0  1.454e-01  4.211e-01  0.000e+00  2.037e-01 -8.542e-03  4.366e-02 
         6       5712     1  1.150e-01  5.479e-01  0.000e+00  1.513e-01 -5.578e-03  2.349e-04 
         6       5713     2  1.021e-01  4.189e-01  0.000e+00  2.283e-01 -1.879e-02 -4.414e-02 
         6       5714     3  3.891e-03  4.722e-01  0.000e+00  2.607e-01  2.028e-02 -6.907e-03 
         6       5715     4  1.813e-01  4.334e-01  0.000e+00  2.014e-01 -6.234e-03 -3.427e-03 
         7       5716     0  7.786e-02  5.385e-01  0.000e+00  1.907e-01 -2.057e-02 -3.901e-03 
         7       5717     1  8.455e-02  4.465e-01  0.000e+00  2.437e-01  4.574e-02  1.641e-02 
         7       5718     2  1.153e-01  4.472e-01  0.000e+00  1.706e-01  2.356e-02 -2.428e-02 
         8       5719     0  6.179e-02  4.900e-01  0.000e+00  1.799e-01 -4.305e-03  2.997e-02 
         8       5720     1  5.206e-02  4.273e-01  0.000e+00  1.735e-01  5.580e-02  1.025e-02 
         8       5721     2  1.045e-01  5.772e-01  0.000e+00  2.256e-01 -5.183e-03 -5.393e-02 
         9       5722     0  9.236e-02  5.691e-01  0.000e+00  2.439e-01 -3.406e-02 -1.069e-02 
         9       5723     1  1.264e-01  4.278e-01  0.000e+00  1.899e-01  9.915e-03 -2.730e-02 
         9       5724     2  1.186e-01  4.811e-01  0.000e+00  2.004e-01  9.874e-03 -3.907e-02 
         9       5725     3  1.375e-01  5.639e-01  0.000e+00  1.634e-01  7.321e-03 -3.314e-02 
        10       5726     0  1.744e-01  5.747e-01  0.000e+00  2.085e-01 -1.816e-02  5.886e-03 
        10       5727     1  1.256e-01  5.696e-01  0.000e+00  2.431e-01 -3.225e-02  5.022e-03 
        10       5728     2  8.635e-02  5.071e-01  0.000e+00  2.002e-01  4.865e-02  2.460e-02 
        10       5729     3  5.827e-02  5.106e-01  0.000e+00  1.892e-01 -7.159e-03 -2.871e-03 
         1       5697     0  4.769e-02  5.755e-01  0.000e+00  1.514e-01 -3.157e-02  1.188e-02 
